Provincia,,Localidad,ADSL,CABLEMODEM,,FIBRAOPTICA,4G,3G,,WIRELESS,
,Esteban Echeverría,El Jagüel,--,,--,SI,SI,,SI,,SI
BUENOS AIRES,Esteban Echeverría,Luis Guillón,,,SI,SI,,SI,SI,,--
BUENOS AIRES,Esteban Echeverría,,SI,SI,SI,,SI,SI,SI,SI,
BUENOS AIRES,,,SI,--,,--,--,--,,--,
BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,,--,--,--,,SI,--,,--
,Exaltación de la Cruz,Capilla del Señor (Est. Capilla),SI,,SI,SI,SI,,SI,,--
,Exaltación de la Cruz,Diego Gaynor,--,,--,--,--,,--,--,
,Exaltación de la Cruz,El Remanso,,,--,--,,,SI,SI,--
BUENOS AIRES,,Los Cardales,SI,SI,,--,SI,SI,,,SI
BUENOS AIRES,,,SI,SI,,,SI,SI,,,--
BUENOS AIRES,La Matanza,Virrey Del Pino,,SI,--,SI,,,SI,SI,--
,La Plata,Abasto,SI,,--,SI,SI,,SI,SI,
BUENOS AIRES,La Plata,Angel Etcheverry,,SI,--,--,,SI,--,,--
,La Plata,Arana,--,,--,--,--,,--,,--
BUENOS AIRES,La Plata,,--,SI,--,,SI,SI,SI,--,
BUENOS AIRES,,Barrio El Carmen Oeste,--,--,,,--,--,,SI,--
BUENOS AIRES,,Barrio El Peligro,SI,--,,--,SI,SI,,--,--
BUENOS AIRES,,,--,--,,,SI,SI,,,--
,La Plata,Barrio Las Malvinas,--,,--,--,SI,,--,--,
,La Plata,Barrio Las Quintas,,,--,--,,,--,--,
BUENOS AIRES,,,--,--,--,,--,--,--,,--
BUENOS AIRES,,City Bell,--,SI,,SI,SI,SI,,SI,--
,La Plata,Country Club El Rodeo,--,,--,--,,,--,--,
BUENOS AIRES,La Plata,El Retiro,,--,--,SI,,SI,--,--,--
BUENOS AIRES,,Esquina Negra,--,--,,--,SI,SI,,,--
BUENOS AIRES,La Plata,,--,--,--,,--,--,--,SI,--
BUENOS AIRES,,,--,SI,,,SI,SI,,--,--
BUENOS AIRES,,Jose Hernandez,--,SI,,SI,SI,SI,,--,
,La Plata,Jose Melchor Romero,,,--,--,,,--,--,--
,La Plata,La Cumbre,--,,--,--,SI,,--,,--
BUENOS AIRES,,La Plata,SI,SI,,SI,SI,SI,,SI,
BUENOS AIRES,La Plata,,--,--,--,,--,--,--,--,
BUENOS AIRES,La Plata,,--,SI,--,,SI,SI,--,,--
BUENOS AIRES,,,--,SI,,,SI,SI,,SI,--
BUENOS AIRES,La Plata,Manuel B Gonnet,,SI,--,SI,,SI,SI,--,
,La Plata,Poblet,,,--,--,,,--,--,--
,La Plata,Ringuelet,--,,--,SI,SI,,SI,--,--
,La Plata,Rufino De Elizalde,,,--,--,,SI,--,,--
BUENOS AIRES,,ruta del sol,SI,--,,--,SI,SI,,--,--
BUENOS AIRES,La Plata,,SI,--,--,,SI,SI,,--,
,La Plata,Tolosa,,,--,SI,,,SI,,--
,La Plata,Transradio,--,,--,--,SI,,--,,SI
BUENOS AIRES,,,--,SI,,,SI,SI,,SI,
BUENOS AIRES,La Plata,,--,SI,--,,SI,SI,--,SI,
,La Plata,Villa Garibaldi,,,--,--,,,--,,--
BUENOS AIRES,La Plata,Villa Montoro,,--,--,--,,SI,--,SI,--
BUENOS AIRES,Pilar,Pilar,,SI,SI,SI,,,SI,SI,SI
,Pilar,Presidente Derqui,SI,,--,SI,SI,,SI,SI,
BUENOS AIRES,,,--,--,,,SI,SI,--,,--
BUENOS AIRES,,Santa Teresa,--,--,,--,SI,SI,,,SI
,Pilar,Tortuguitas,--,,--,SI,SI,,--,SI,
,Pilar,Villa Astolfi,,,--,SI,,,--,SI,--
,Pilar,Villa Rosa,SI,,SI,SI,SI,,SI,SI,--
BUENOS AIRES,Pilar,Zelaya,,SI,--,--,,SI,SI,,--
BUENOS AIRES,,Carilo,--,SI,,--,SI,SI,,--,
BUENOS AIRES,,,--,SI,--,,SI,SI,--,--,
BUENOS AIRES,Pinamar,,SI,SI,--,,SI,SI,SI,,SI
BUENOS AIRES,,,--,SI,,,SI,SI,,,--
BUENOS AIRES,Presidente Perón,Barrio America Unida,,--,--,--,,SI,--,--,
,Presidente Perón,Guernica,,,SI,SI,,,SI,SI,
BUENOS AIRES,,17 de Agosto,--,--,,,--,--,,--,--
BUENOS AIRES,Puán,,--,--,--,,--,--,--,,--
,Puán,Bordenave,,--,--,SI,,--,SI,SI,SI
,Puán,Darregueira,SI,,SI,SI,SI,,SI,SI,
BUENOS AIRES,Puán,,--,SI,--,,SI,SI,SI,SI,SI
BUENOS AIRES,,San Germán,--,--,,--,--,--,,,--
BUENOS AIRES,,,--,--,,,--,--,,--,
BUENOS AIRES,Puán,,--,--,--,,SI,SI,SI,SI,--
,Punta Indio,Alvarez Jonte,,,--,--,,,--,,--
BUENOS AIRES,Punta Indio,Las Tahonas,,--,--,--,,--,--,--,--
BUENOS AIRES,Punta Indio,,--,SI,--,,SI,SI,SI,--,--
BUENOS AIRES,,Punta Indio,--,--,,--,--,--,,SI,
BUENOS AIRES,Punta Indio,,SI,SI,--,,SI,SI,SI,,--
BUENOS AIRES,,,SI,SI,,,SI,SI,,,SI
BUENOS AIRES,Quilmes,Bernal Oeste,,SI,SI,SI,,SI,SI,--,
,Fray Mamerto Esquiú,La Carrera,,,--,--,,,--,--,
,Fray Mamerto Esquiú,La Falda De San Antonio,--,,--,--,--,,--,SI,--
BUENOS AIRES,9 de Julio,Carlos María Naón,,,--,--,,SI,SI,,--
BUENOS AIRES,,Dudignac,--,--,,--,SI,SI,,SI,
BUENOS AIRES,9 de Julio,,--,--,--,,SI,--,,--,
,9 de Julio,Manuel B. Gonnet (Est. French),,,--,SI,,,SI,,--
,9 de Julio,Marcelino Ugarte (Est. Dennehy),--,,--,--,SI,,SI,--,--
BUENOS AIRES,,,--,--,,,--,--,,--,
BUENOS AIRES,9 de Julio,,--,--,--,,--,--,SI,--,--
,9 de Julio,Patricios,,,--,--,,,SI,,--
BUENOS AIRES,9 de Julio,Villa General Fournier (Est. 9 de Julio Sud),,--,--,SI,,SI,SI,SI,--
BUENOS AIRES,Adolfo Alsina,Carhué,,--,SI,SI,,,SI,SI,--
,Adolfo Alsina,Colonia San Miguel Arcángel,--,,--,SI,SI,,SI,--,
BUENOS AIRES,Adolfo Alsina,,--,--,,,--,--,--,--,--
BUENOS AIRES,,Espartillar,--,--,,--,SI,--,,,--
,Adolfo Alsina,Esteban Agustín Gascón,--,,--,SI,--,,SI,--,
,Adolfo Alsina,La Pala,,,--,--,,,--,--,
BUENOS AIRES,Adolfo Alsina,Maza,,--,--,SI,,SI,SI,,SI
,Escobar,Ingeniero Maschwitz,SI,,--,SI,SI,,SI,SI,--
BUENOS AIRES,Escobar,,--,--,--,,SI,SI,--,--,
BUENOS AIRES,,,SI,SI,,,SI,SI,,SI,--
BUENOS AIRES,,Matheu,SI,SI,,SI,SI,SI,,SI,SI
BUENOS AIRES,,,--,--,,,SI,SI,,,--
,Esteban Echeverría,9 De Abril,SI,,SI,SI,SI,,SI,SI,--
,Esteban Echeverría,Canning,,,--,SI,,,SI,SI,
CATAMARCA,,,--,--,,,--,--,--,,--
CATAMARCA,,El Hueco,--,--,,SI,--,SI,,,--
,Adolfo Alsina,Rivera,,,--,SI,,,SI,--,
BUENOS AIRES,Adolfo Alsina,Thames,,--,--,--,,--,--,--,
BUENOS AIRES,,Villa Margarita,--,--,,--,--,--,,,--
BUENOS AIRES,Adolfo Alsina,,--,--,--,,--,--,--,--,--
BUENOS AIRES,,,SI,--,,,SI,SI,,SI,
BUENOS AIRES,,De la Garma,--,--,,SI,SI,SI,,SI,
,Adolfo Gonzales Chaves,Juan E. Barra,,,--,--,,,SI,,--
,Adolfo Gonzales Chaves,Vásquez,--,,--,--,SI,,SI,,--
BUENOS AIRES,,Alberti (Est. Andrés Vaccarezza),SI,--,,SI,SI,SI,,SI,
BUENOS AIRES,Alberti,,--,--,--,,--,--,,--,--
BUENOS AIRES,,Mechita,SI,--,,--,SI,SI,,,--
BUENOS AIRES,Alberti,,--,--,--,,--,--,SI,,--
,Alberti,Villa Grisolía (Est. Achupallas),,,--,--,,,--,--,--
BUENOS AIRES,Alberti,Villa María,,--,--,--,,--,--,--,
,Alberti,Villa Ortiz (Est. Coronel Mom),,,--,--,,,SI,,--
,Apóstoles,Rincón de Azara,--,,--,--,--,,--,--,--
MISIONES,,,SI,--,,,SI,SI,,SI,
BUENOS AIRES,,Adrogué,SI,SI,,SI,SI,SI,,SI,
,Almirante Brown,Burzaco,SI,,SI,SI,SI,,SI,SI,SI
,Almirante Brown,Claypole,,,SI,SI,,SI,SI,,--
BUENOS AIRES,Almirante Brown,,--,SI,--,,SI,SI,--,SI,--
BUENOS AIRES,,,SI,SI,,SI,SI,SI,,SI,
BUENOS AIRES,Almirante Brown,Jose Mármol,,SI,SI,SI,,SI,SI,SI,--
,Fray Mamerto Esquiú,La Tercena,--,,--,--,--,,--,,--
,Almirante Brown,Longchamps,SI,,SI,SI,SI,,SI,SI,
,Almirante Brown,Malvinas Argentinas,,,SI,SI,,,SI,SI,--
BUENOS AIRES,,Ministro Rivadavia,SI,SI,,SI,SI,SI,,,--
BUENOS AIRES,,,SI,SI,,,SI,SI,,SI,--
BUENOS AIRES,Almirante Brown,San Francisco Solano,,SI,SI,SI,,,SI,SI,
,Almirante Brown,San Jose,SI,,SI,SI,SI,,SI,SI,
,Apóstoles,Tres Capones,,,--,--,,,--,--,--
MISIONES,Cainguás,1º de Mayo,,--,--,--,,--,--,,--
BUENOS AIRES,,,--,--,,,--,--,,SI,SI
BUENOS AIRES,Exaltación de la Cruz,,SI,--,--,,SI,SI,SI,SI,
BUENOS AIRES,,,SI,--,SI,,SI,SI,SI,,SI
BUENOS AIRES,,Canning,SI,SI,,SI,SI,SI,,SI,--
BUENOS AIRES,Ezeiza,Carlos Spegazzini,,SI,SI,SI,,SI,SI,SI,
,Ezeiza,José Maria Ezeiza,SI,,SI,SI,SI,,SI,SI,SI
BUENOS AIRES,,La Unión,SI,SI,,SI,SI,SI,,,SI
MISIONES,,,--,--,,,--,--,,,--
MISIONES,Eldorado,Pueblo Nuevo,,--,--,--,,--,--,--,
,Ezeiza,Tristán Suarez,,,SI,SI,,,SI,SI,
BUENOS AIRES,Florencio Varela,,SI,SI,SI,,SI,SI,SI,SI,--
BUENOS AIRES,,,--,--,,,SI,SI,,,--
BUENOS AIRES,,Estanislao Severo Zeballos,SI,SI,,SI,SI,SI,,--,
BUENOS AIRES,Florencio Varela,,SI,SI,SI,,SI,SI,SI,SI,SI
,Florencio Varela,Gobernador Julio A. Costa,SI,,SI,SI,SI,,SI,,--
,Florencio Varela,Ingeniero Juan Allan,,SI,--,SI,,SI,SI,,--
BUENOS AIRES,,,--,--,,,SI,SI,,--,--
BUENOS AIRES,,Villa Parque Sicardi,--,--,,--,SI,SI,,SI,
BUENOS AIRES,Lanús,,SI,SI,SI,,SI,SI,,,--
BUENOS AIRES,,Lanús Este,SI,SI,,SI,SI,SI,,,SI
BUENOS AIRES,Lanús,Lanús Oeste,,,SI,SI,,SI,SI,SI,
,Lanús,Monte Chingolo,SI,,SI,SI,SI,,SI,--,
,Lanús,Remedios Escalada De San Martin,,,SI,SI,,,SI,,--
BUENOS AIRES,Lanús,Valentín Alsina,,SI,SI,SI,,SI,SI,,--
BUENOS AIRES,,,--,SI,,,SI,SI,,--,--
BUENOS AIRES,Laprida,,--,--,--,,--,--,--,SI,
BUENOS AIRES,Laprida,Pueblo San Jorge,,--,--,--,,--,SI,,--
,Las Flores,Coronel Boerr,,,--,--,,,--,SI,--
BUENOS AIRES,,El Trigo,--,--,,SI,--,--,,SI,
BUENOS AIRES,,,SI,--,,,SI,SI,SI,SI,--
,Las Flores,Pardo,--,,--,--,SI,,--,,--
BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,,--,--,--,,,--,SI,--
BUENOS AIRES,Leandro N. Alem,El Dorado,,--,--,--,,--,SI,SI,SI
,Leandro N. Alem,Fortín Acha,,,--,--,,,--,SI,
BUENOS AIRES,Leandro N. Alem,,SI,SI,--,,SI,SI,SI,SI,--
BUENOS AIRES,,,--,SI,,,SI,SI,,,--
,Leandro N. Alem,Vedia,SI,,--,SI,SI,,SI,SI,
CATAMARCA,Fray Mamerto Esquiú,Pomancillo Este,,--,--,--,,--,SI,--,
BUENOS AIRES,Quilmes,Villa La Florida,,SI,SI,SI,,,SI,,--
,Ramallo,El Paraíso,--,,--,--,--,,SI,--,--
BUENOS AIRES,Ramallo,,--,--,,,SI,SI,--,--,
BUENOS AIRES,,Pérez Millán,--,--,,SI,SI,SI,,--,--
BUENOS AIRES,,,SI,SI,,,SI,SI,,SI,SI
BUENOS AIRES,Ramallo,,--,--,--,,SI,SI,--,,--
,Ramallo,Villa Ramallo,,,--,SI,,,SI,--,--
BUENOS AIRES,Rauch,Rauch,,--,SI,SI,,SI,SI,SI,
BUENOS AIRES,Rivadavia,,SI,SI,--,,SI,SI,SI,,SI
BUENOS AIRES,,,SI,--,,SI,SI,SI,,,--
,Rivadavia,González Moreno,--,,--,--,SI,,--,SI,
BUENOS AIRES,Rivadavia,Mira Pampa,,,--,--,,--,--,--,
BUENOS AIRES,,Roosevelt,--,--,,--,--,--,,,--
BUENOS AIRES,Rivadavia,,--,--,--,,--,--,,,--
BUENOS AIRES,Rivadavia,,--,--,--,,SI,--,SI,SI,--
BUENOS AIRES,,,--,--,,,--,--,,--,
BUENOS AIRES,Rojas,Barrio Las Margaritas,,--,--,--,,--,--,,--
,Rojas,La Beba,,,--,--,,,--,,--
BUENOS AIRES,,Las Carabelas,--,--,,SI,SI,--,,SI,
BUENOS AIRES,Rojas,,--,--,--,,--,--,--,--,--
BUENOS AIRES,,,--,--,,,SI,--,,,--
BUENOS AIRES,,Roberto Cano,--,--,,--,--,--,,,--
,Rojas,Rojas,,,SI,SI,,,SI,SI,
,Rojas,Sol de Mayo,--,,--,--,--,,--,--,--
,Rojas,Villa Manuel Pomar,,,--,--,,,--,,--
BUENOS AIRES,Rojas,Villa Parque Cecir,,--,--,--,,--,--,,--
BUENOS AIRES,,Carlos Beguerie,--,--,,--,--,--,,SI,
CATAMARCA,Fray Mamerto Esquiú,,--,--,--,,--,--,--,--,
CATAMARCA,Fray Mamerto Esquiú,San Antonio,,--,--,SI,,SI,--,,--
,Arrecifes,Arrecifes,,,SI,SI,,,SI,SI,SI
BUENOS AIRES,,Todd,--,--,,SI,SI,SI,,--,
BUENOS AIRES,,,SI,SI,,,SI,SI,,--,--
,Avellaneda,Area Reserva Cinturón Ecológico,--,,--,--,SI,,--,,--
,Avellaneda,Avellaneda,,,SI,SI,,,SI,SI,SI
BUENOS AIRES,Avellaneda,Crucesita,,SI,--,SI,,SI,SI,--,--
,Avellaneda,Dock Sud,SI,,--,SI,SI,,SI,SI,
BUENOS AIRES,Avellaneda,,--,SI,--,,SI,SI,SI,--,--
BUENOS AIRES,,Villa Brown,--,SI,,,SI,SI,,,--
,Florencio Varela,Villa San Luis,,,--,--,,,--,--,
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,,SI,SI,SI,,SI,SI,--,
,Florencio Varela,Villa Vatteone,SI,,SI,SI,SI,,SI,--,--
,Florentino Ameghino,Blaquier,,,--,--,,,SI,,SI
BUENOS AIRES,,Florentino Ameghino,SI,--,,SI,SI,SI,,--,--
BUENOS AIRES,,,--,--,,,--,--,,SI,
BUENOS AIRES,General Alvarado,,--,--,--,,--,--,--,,--
BUENOS AIRES,,,--,--,,,SI,SI,,SI,SI
BUENOS AIRES,General Alvarado,Mar del Sur,,--,SI,--,,SI,SI,SI,
,General Alvarado,Mechongué,SI,,--,--,SI,,SI,SI,--
CATAMARCA,,,--,--,,,--,--,,,--
CATAMARCA,Paclín,,--,--,--,,--,--,--,,SI
,Paclín,Monte Potrero,,,--,--,,,--,--,
,Lincoln,Arenaza,--,,--,SI,SI,,SI,--,
BUENOS AIRES,,,--,--,,,SI,--,,SI,--
BUENOS AIRES,,Bermúdez,--,--,,--,--,--,,,--
BUENOS AIRES,,Carlos Salas,--,--,,--,--,--,,SI,
BUENOS AIRES,Lincoln,,SI,--,--,,SI,SI,SI,--,--
,Lincoln,El Triunfo,,,SI,SI,SI,,SI,,--
BUENOS AIRES,Lincoln,Las Toscas,,--,--,--,,--,SI,,--
BUENOS AIRES,Lincoln,,SI,SI,SI,,SI,SI,SI,--,--
BUENOS AIRES,,,--,--,,,SI,SI,,SI,
BUENOS AIRES,,Roberts,--,--,,SI,SI,SI,,,--
BUENOS AIRES,Lincoln,,--,--,--,,--,--,--,,--
,Lobería,Arenas Verdes,--,,--,--,SI,,--,SI,--
,Lobería,Licenciado Matienzo,,--,--,--,,--,--,SI,
BUENOS AIRES,Lobería,Lobería,,--,SI,SI,,SI,SI,,--
,Lobería,Pieres,,,--,--,,,SI,SI,--
BUENOS AIRES,Roque Pérez,,SI,SI,SI,,SI,SI,SI,SI,
BUENOS AIRES,,,--,--,,,--,--,,--,
,Saavedra,Colonia San Martín,--,,--,--,,,--,--,--
BUENOS AIRES,Saavedra,Dufaur,,--,--,--,,--,SI,,--
BUENOS AIRES,,,--,--,--,,SI,--,SI,SI,--
BUENOS AIRES,,Goyena,--,--,,SI,--,--,,--,
BUENOS AIRES,Saavedra,Las Encadenadas,,--,--,--,,--,--,--,--
,Saavedra,Pigüé,--,,--,SI,SI,,SI,,--
,Saavedra,Saavedra,,,--,SI,,,SI,SI,
BUENOS AIRES,Saladillo,Alvarez de Toledo,,--,--,SI,,SI,SI,--,SI
BUENOS AIRES,,,--,--,,,--,--,,,--
BUENOS AIRES,Saladillo,,--,--,--,,--,--,SI,--,--
BUENOS AIRES,Saladillo,Del Carril,,--,--,--,,--,SI,SI,
,Saladillo,Polvaredas,--,,--,--,--,,--,--,
MISIONES,Eldorado,Puerto Mado,,--,--,--,,--,--,,--
,Eldorado,Puerto Pinares,,,--,--,,,--,--,--
CABA,COMUNA 03,,SI,SI,SI,,SI,SI,SI,SI,
CATAMARCA,,,--,--,,,SI,SI,,SI,SI
CATAMARCA,,La Puntilla,--,--,,--,--,--,,--,--
CATAMARCA,,,--,--,,,--,--,--,,--
,Tinogasta,Los Balverdis,--,,--,--,--,,--,--,--
CATAMARCA,Tinogasta,Medanitos,,--,--,--,,,--,--,
CATAMARCA,,,--,--,,,--,--,,,--
CATAMARCA,,Pampa Blanca,--,--,,--,--,--,,,--
,Tinogasta,Punta del Agua,,,--,--,,,--,--,
CATAMARCA,Tinogasta,Saujil,,--,--,--,,--,--,--,
CATAMARCA,,,--,--,,,SI,--,,,--
CABA,COMUNA 09,,SI,SI,SI,,SI,SI,SI,,SI
CORDOBA,Punilla,,SI,SI,--,,SI,SI,,SI,
CORDOBA,,Casa Grande,--,--,,--,--,--,,SI,
,Punilla,Charbonier,,,--,--,,--,--,SI,--
,Punilla,Cosquín,SI,,--,--,SI,,SI,,--
CORDOBA,,Cuesta Blanca,--,--,,--,--,--,,SI,
CORDOBA,,,--,--,,,SI,--,,SI,--
CORDOBA,,,--,SI,--,,SI,SI,SI,,--
CABA,,COGHLAN,SI,SI,,SI,SI,SI,,,SI
CORDOBA,Santa María,Despeñaderos,,--,--,SI,,SI,SI,SI,
,Santa María,Dique Chico,--,,--,--,--,,--,--,
,Santa María,El Potrerillo,,,--,--,,,--,,--
CORDOBA,Santa María,Falda del Cañete,,--,--,--,,SI,--,,--
CORDOBA,,,--,--,,,SI,--,,--,
CORDOBA,Santa María,,--,--,--,,SI,--,--,--,--
CORDOBA,Santa María,La Boca del Río,,--,--,--,,--,SI,--,--
,Santa María,La Carbonada,--,,--,--,SI,,--,,--
CORDOBA,,La Cumbrecita,--,--,,--,--,--,,SI,--
CORDOBA,Santa María,,--,--,--,,--,--,--,SI,
,COMUNA 15,VILLA ORTUZAR,SI,,SI,SI,SI,,SI,SI,SI
,Ambato,Chuchucaruana,,--,--,--,,--,--,,--
CATAMARCA,Ambato,Colpes,,--,--,--,,--,--,--,
,Ambato,El Bolsón,,,--,--,,,--,--,SI
CATAMARCA,Ambato,,--,--,--,,SI,--,SI,,SI
CATAMARCA,,,--,--,,,--,--,,--,--
,Ambato,La Puerta,--,,--,--,,,SI,--,
CATAMARCA,Ambato,Las Chacritas,,--,--,--,,--,--,--,
,Ambato,Las Juntas,,,--,--,,,--,--,--
,Ambato,Los Castillos,--,,--,--,--,,--,,--
CATAMARCA,,,--,--,,,--,--,,SI,--
CORRIENTES,,Saladas,SI,--,,--,SI,SI,,--,
CORRIENTES,,San Lorenzo,--,--,,SI,SI,SI,,,SI
CORRIENTES,San Cosme,,--,--,--,,--,--,--,--,--
,San Cosme,Paso de la Patria,,,--,--,SI,,SI,SI,
CORRIENTES,San Cosme,San Cosme,,--,--,--,,SI,SI,SI,SI
CORRIENTES,San Cosme,,--,--,--,,SI,SI,SI,SI,--
CORRIENTES,,,--,--,,,SI,SI,,,SI
,San Martín,Colonia Carlos Pellegrini,--,,--,--,SI,,SI,--,--
,San Martín,Guaviraví,,,--,--,,,--,--,
CORRIENTES,,La Cruz,SI,--,,--,SI,SI,,,SI
CORRIENTES,,,--,--,,,SI,SI,,,--
CORRIENTES,San Miguel,,--,--,--,,SI,--,SI,SI,
CORRIENTES,,,--,--,,,SI,SI,,SI,
CORDOBA,Santa María,Toledo,,--,--,SI,,SI,SI,,--
,Santa María,Valle Alegre,--,,--,--,--,,--,,--
CORDOBA,,,--,--,,,--,--,,SI,--
CORDOBA,Santa María,,--,--,--,,SI,SI,SI,SI,
CORDOBA,,Villa del Prado,--,--,,--,--,--,,,--
CORDOBA,,,--,--,,,SI,SI,,,--
,Santa María,Villa Los Aromos,SI,,--,--,--,,SI,SI,
,Santa María,Villa Parque Santa Ana,,,--,--,,,SI,--,
CORDOBA,Santa María,Villa San Isidro - José de la Quintana,,--,--,--,,--,SI,,--
,Santa María,Villa Sierras de Oro,--,,--,--,SI,,--,,--
CORDOBA,Santa María,,--,--,--,,SI,--,--,--,--
CORDOBA,,Caminiaga,--,--,,,--,--,,--,
,Sobremonte,Cerro Colorado,,,--,--,,,--,,--
CORDOBA,Sobremonte,Chuña Huasi,,--,--,--,,--,--,--,--
CORDOBA,,,--,--,,,SI,--,,--,
CORDOBA,,San Francisco del Chañar,--,--,,SI,SI,SI,,--,SI
,Tercero Arriba,Almafuerte,,,--,SI,,,SI,,--
,Tercero Arriba,Colonia Almada,--,,--,--,SI,,SI,SI,--
,Tercero Arriba,Corralito,,,--,SI,,,--,SI,SI
CORDOBA,Tercero Arriba,Dalmacio Vélez,,--,--,SI,,SI,SI,--,
CORDOBA,,General Fotheringham,SI,--,,--,SI,SI,,SI,--
CORDOBA,Tercero Arriba,,SI,SI,--,,SI,SI,SI,,--
CORDOBA,Tercero Arriba,James Craik,,SI,--,SI,,SI,SI,SI,
,Tercero Arriba,Las Isletillas,,,--,--,,,SI,SI,
,Tercero Arriba,Las Perdices,SI,,--,--,SI,,SI,,SI
CORDOBA,Tercero Arriba,Los Zorros,,,--,--,,SI,SI,--,--
CORDOBA,,La Cumbre,SI,--,,--,SI,SI,,SI,
CORDOBA,Punilla,,SI,SI,--,,SI,SI,,SI,--
CORDOBA,Punilla,,--,--,--,,--,--,--,SI,--
CORDOBA,,,SI,--,,,SI,SI,,,--
CORDOBA,Punilla,Mallín,,--,--,--,,--,--,--,--
,Punilla,Mayu Sumaj,,,--,--,,,SI,SI,
CORDOBA,,Quebrada de Luna,--,--,,--,--,--,,,--
CORDOBA,Punilla,,--,SI,--,,SI,SI,SI,SI,--
CORDOBA,Punilla,San Esteban,,--,--,--,,,SI,SI,
,Punilla,San Roque,--,,--,SI,SI,,--,SI,--
CORDOBA,Punilla,,--,--,,,--,--,--,,--
CORDOBA,,Santa María de Punilla,SI,--,,SI,SI,SI,,,--
CORDOBA,,,--,--,,,SI,SI,,SI,
CORDOBA,Punilla,,--,--,--,,SI,SI,--,SI,
,Río Cuarto,Las Albahacas,,,--,--,,,SI,,--
CORDOBA,Río Cuarto,Las Higueras,,SI,--,SI,,SI,SI,,--
CORDOBA,Río Cuarto,,SI,--,--,,SI,SI,SI,SI,
CORDOBA,,,SI,--,,SI,SI,SI,,--,--
CORDOBA,Río Cuarto,,SI,--,--,,SI,--,SI,,--
CORDOBA,,,--,--,,,SI,--,,,--
CORDOBA,Río Cuarto,Paso del Durazno,,--,--,--,,--,--,--,--
,Río Cuarto,Río Cuarto,,,SI,SI,,,SI,SI,
,Río Cuarto,Sampacho,SI,,--,SI,SI,,SI,,--
CORDOBA,Río Cuarto,San Basilio,,--,--,SI,,,SI,--,SI
CORDOBA,,Santa Catalina (Est. Holmberg),SI,--,,--,SI,SI,,--,
CORDOBA,,,SI,--,,,SI,SI,SI,SI,
,Tercero Arriba,Pampayasta Norte,,,--,--,,,SI,SI,--
,Tercero Arriba,Pampayasta Sur,--,,--,SI,SI,,--,,SI
CORDOBA,,,--,--,,,SI,--,,SI,--
CORDOBA,Tercero Arriba,,SI,SI,--,,SI,SI,SI,SI,
,Tercero Arriba,Tancacha,,,--,--,,,SI,SI,SI
CORDOBA,Tercero Arriba,Villa Ascasubi,,--,--,--,,SI,SI,,--
,Totoral,Candelaria Sur,,--,--,--,,--,--,--,
,Totoral,Cañada de Luque,--,,--,--,SI,,SI,--,--
CORDOBA,Totoral,,--,--,--,,SI,--,,,--
CORDOBA,,La Pampa,--,--,,--,--,--,,--,--
,Totoral,La Paz,--,,--,--,--,,--,--,
,Totoral,Las Peñas,,,--,--,,,SI,SI,
CORDOBA,Totoral,Los Mistoles,,--,--,--,,--,--,--,--
,Totoral,Santa Catalina,,,--,--,,,--,,--
CORDOBA,Santa María,,SI,--,--,,SI,--,SI,SI,--
CORDOBA,,,--,--,,,SI,SI,,--,
CORDOBA,,La Rancherita,--,--,,--,--,--,,,--
CORDOBA,Santa María,,--,--,--,,SI,SI,SI,SI,--
,Santa María,Los Cedros - Las Quintas,--,,--,--,SI,,SI,--,
,Santa María,Lozada,,--,--,--,,SI,SI,SI,--
CORDOBA,,,SI,--,,,SI,SI,,,--
CORDOBA,,Mi Valle,--,--,,--,--,--,,,--
,Santa María,Milenica,,,--,--,,,--,--,
CORDOBA,Santa María,Monte Ralo,,--,--,--,,SI,--,SI,
CORDOBA,,,--,--,,,SI,SI,,,--
CORDOBA,Santa María,,--,--,--,,SI,--,SI,,--
CORDOBA,,,--,--,--,,SI,SI,SI,--,
CORDOBA,,San Nicolás,SI,--,,--,SI,SI,,--,
CORDOBA,Santa María,Socavones,,--,--,--,,--,--,,--
,Santa María,Tejas Tres,--,,--,--,--,,--,--,--
CORDOBA,,Tierra Alta,--,--,,--,--,--,,--,--
ENTRE RIOS,,,--,--,,,SI,--,,SI,
ENTRE RIOS,Colón,,--,--,--,,--,--,--,SI,--
ENTRE RIOS,,,--,--,,--,SI,SI,,,--
ENTRE RIOS,Colón,San José,,--,--,--,,SI,SI,SI,
,Colón,Ubajay,SI,,--,SI,SI,,SI,SI,
,Colón,Villa Elisa,SI,,--,SI,SI,,SI,,--
,Concordia,Benito Legeren,,,--,--,,,--,,--
ENTRE RIOS,,Calabacilla,--,--,,--,SI,SI,,SI,
ENTRE RIOS,,,--,--,,,SI,--,,SI,
ENTRE RIOS,Concordia,Colonia Ayuí,,--,--,--,,,SI,SI,--
,Concordia,Colonia General Roca,--,,--,--,--,,--,,--
ENTRE RIOS,,Colonia Yeruá,--,--,,--,--,--,,--,--
ENTRE RIOS,Concordia,,SI,SI,--,,SI,SI,SI,SI,
,Concordia,El Redomón,,,--,--,,,--,--,--
ENTRE RIOS,Concordia,Estación Yeruá,,--,--,--,,--,SI,,--
